county,age_category,quarter,susceptible,new_infected,current_infected,new_severe,cumulative_severe,flu_incidence,severe_incidence
San Joaquin,65+,Q1,1005121,2573,3164,98,382,0.2559890799217208,0.009750069892082644
San Joaquin,65+,Q2,1245105,31394,40395,1878,11327,2.521393778034784,0.15083065283650776
San Joaquin,65+,Q3,864549,14552,21239,1809,43716,1.6831897324500984,0.20924204411780015
San Joaquin,65+,Q4,70792,0,1,0,4166,0,0
San Luis Obispo,0-17,Q1,414531,894,910,0,0,0.2156654146493266,0
San Luis Obispo,0-17,Q2,559001,13566,13810,14,82,2.4268292901086044,0.002504467791649747
San Luis Obispo,0-17,Q3,372892,6661,6831,8,268,1.78630809993242,0.0021453933042274976
San Luis Obispo,0-17,Q4,36785,0,0,0,28,0,0
San Luis Obispo,18-49,Q1,1000847,2493,2586,7,37,0.24908902159870588,6.994076017613082e-4
San Luis Obispo,18-49,Q2,1227050,31115,32576,163,974,2.535756489140622,0.013283892261929017
San Luis Obispo,18-49,Q3,870404,14623,15581,156,3770,1.680024448417057,0.017922711752243786
San Luis Obispo,18-49,Q4,62468,0,0,0,321,0,0
San Luis Obispo,50-64,Q1,443859,1161,1324,19,80,0.26156955249302144,0.004280638671289757
San Luis Obispo,50-64,Q2,537015,13195,15202,334,2048,2.457100825861475,0.06219565561483385
San Luis Obispo,50-64,Q3,394733,7215,8871,351,8256,1.82781779075983,0.08892086549642417
San Luis Obispo,50-64,Q4,31700,0,0,0,775,0,0
San Luis Obispo,65+,Q1,614907,1509,1856,62,258,0.24540296337494938,0.010082825532966773
San Luis Obispo,65+,Q2,759238,19380,24888,1195,7184,2.552559276537792,0.15739465095266572
San Luis Obispo,65+,Q3,532546,8927,12983,1118,27693,1.6762871188592159,0.20993491642036557
San Luis Obispo,65+,Q4,39199,0,0,0,2376,0,0
San Mateo,0-17,Q1,1387214,3580,3626,3,18,0.2580712132374673,2.1626079321575476e-4
San Mateo,0-17,Q2,1699551,42636,43390,40,303,2.508662582058438,0.0023535627939379284
San Mateo,0-17,Q3,1212368,21070,21609,36,946,1.7379211592519765,0.00296939543109023
San Mateo,0-17,Q4,88968,0,0,0,83,0,0
San Mateo,18-49,Q1,2696210,6463,6728,27,122,0.23970684776037474,0.0010014056768575148
San Mateo,18-49,Q2,3398485,83125,87009,454,2798,2.44594282452328,0.013358893742358727
San Mateo,18-49,Q3,2441100,42957,45881,426,10901,1.7597394617180777,0.01745114907213961
San Mateo,18-49,Q4,167718,0,0,0,853,0,0
San Mateo,50-64,Q1,1438987,3615,4058,49,182,0.2512183918270283,0.0034051732225516976
San Mateo,50-64,Q2,1816140,45791,52852,1162,6843,2.5213364608455295,0.06398185161936855
San Mateo,50-64,Q3,1252412,21347,26299,1014,26007,1.7044710526567937,0.08096377230496035
San Mateo,50-64,Q4,104113,0,0,0,2485,0,0
San Mateo,65+,Q1,1320481,3172,3920,149,543,0.24021549723169058,0.01128376705155167
San Mateo,65+,Q2,1710107,43052,55240,2569,16103,2.517503290729761,0.15022451811494836
San Mateo,65+,Q3,1159293,19016,27828,2465,59646,1.6403100855435166,0.21262959407155912
San Mateo,65+,Q4,93436,0,0,0,5601,0,0
Santa Barbara,0-17,Q1,907865,2315,2356,3,19,0.254993859219157,3.3044560589955553e-4
Santa Barbara,0-17,Q2,1113927,27989,28514,25,148,2.5126422108450552,0.0022443122394914567
Santa Barbara,0-17,Q3,765397,13805,14180,30,654,1.8036391571955468,0.003919534568335125
Santa Barbara,0-17,Q4,84772,0,0,0,82,0,0
Santa Barbara,18-49,Q1,1843125,4856,5023,13,60,0.2634655815530688,7.053238385893524e-4
Santa Barbara,18-49,Q2,2203555,57232,59922,299,1701,2.5972576132658363,0.013568982848170345
Santa Barbara,18-49,Q3,1551424,25804,27609,261,6755,1.6632461532115013,0.01682325399117198
Santa Barbara,18-49,Q4,115060,0,0,0,574,0,0
Santa Barbara,50-64,Q1,656471,1562,1759,34,144,0.23793891885551685,0.005179208220926743
Santa Barbara,50-64,Q2,840750,20980,24181,522,3247,2.495391019922688,0.062087421944692245
Santa Barbara,50-64,Q3,579013,9999,12365,505,12306,1.7269042318566248,0.0872173854473043
Santa Barbara,50-64,Q4,51837,0,0,0,1311,0,0
Santa Barbara,65+,Q1,652750,1604,1965,66,266,0.24572960551512832,0.010111068556108771
Santa Barbara,65+,Q2,866207,21468,27447,1294,7788,2.4783914237589864,0.14938692483436405
Santa Barbara,65+,Q3,565285,9650,14073,1295,29468,1.707103496466384,0.2290879821682868
Santa Barbara,65+,Q4,60127,0,0,0,3713,0,0
Santa Clara,0-17,Q1,3750532,9442,9575,4,13,0.2517509515983333,1.0665153636870716e-4
Santa Clara,0-17,Q2,4611717,115749,117809,94,510,2.509889483678205,0.002038286390947233
Santa Clara,0-17,Q3,3233696,56316,57775,93,2238,1.741536619397742,0.00287596607720701
Santa Clara,0-17,Q4,280199,0,0,0,210,0,0
Santa Clara,18-49,Q1,7709366,20105,20862,66,278,0.2607866846638232,8.561015263771366e-4
Santa Clara,18-49,Q2,9071967,228111,238663,1185,7239,2.5144602047163533,0.013062216826846922
Santa Clara,18-49,Q3,6687366,117326,125177,1088,27858,1.7544426310747758,0.016269484876407243
Santa Clara,18-49,Q4,483308,0,0,0,2339,0,0
Santa Clara,50-64,Q1,3595040,9329,10533,160,645,0.2594964172860385,0.004450576349637278
Santa Clara,50-64,Q2,4055366,100007,115514,2587,15488,2.4660412894915034,0.06379202271755496
Santa Clara,50-64,Q3,3187082,58550,71836,2700,66031,1.837103657828697,0.08471699190670337
Santa Clara,50-64,Q4,197740,0,1,0,4828,0,0
Santa Clara,65+,Q1,2849500,6672,8144,310,1148,0.23414634146341462,0.010879101596771364
Santa Clara,65+,Q2,3780141,95109,122394,5787,35676,2.516017259673647,0.1530895276128589
Santa Clara,65+,Q3,2512761,41431,60990,5425,132254,1.6488237440807143,0.21589797039989078
Santa Clara,65+,Q4,210304,0,1,0,12765,0,0
Santa Cruz,0-17,Q1,511110,1329,1341,0,0,0.2600223043963139,0
Santa Cruz,0-17,Q2,638515,16165,16450,14,68,2.5316554818602537,0.002192587488156112
Santa Cruz,0-17,Q3,432401,7315,7517,12,281,1.691716716658842,0.0027752017224752026
Santa Cruz,0-17,Q4,41060,0,0,0,37,0,0
Santa Cruz,18-49,Q1,1008528,2548,2653,6,30,0.25264543969032094,5.949264670886678e-4
Santa Cruz,18-49,Q2,1230325,31197,32592,168,979,2.535671468920814,0.013654928575782821
Santa Cruz,18-49,Q3,895524,15297,16369,153,3963,1.7081619253085343,0.017084969247055354
Santa Cruz,18-49,Q4,50509,0,0,0,266,0,0
Santa Cruz,50-64,Q1,456150,1154,1282,23,98,0.2529869560451606,0.005042201030362819
Santa Cruz,50-64,Q2,552495,13511,15632,353,2071,2.4454519950406794,0.06389198092290428
Santa Cruz,50-64,Q3,398635,7480,9239,390,8783,1.8764032260087549,0.09783385804056342
Santa Cruz,50-64,Q4,39309,0,0,0,1063,0,0
Santa Cruz,65+,Q1,487484,1238,1486,32,134,0.25395705294943016,0.006564318008385916
Santa Cruz,65+,Q2,575935,13768,17695,852,4712,2.3905475444277564,0.1479333605354771
Santa Cruz,65+,Q3,432435,8655,12196,904,20637,2.001456866349856,0.20904875877299478
Santa Cruz,65+,Q4,46067,0,0,0,2665,0,0
Shasta,0-17,Q1,337622,881,896,1,7,0.2609427110792543,2.96189229374863e-4
Shasta,0-17,Q2,417748,10697,10890,8,45,2.5606346409797296,0.0019150301138485403
Shasta,0-17,Q3,290399,4695,4829,15,271,1.6167411044803872,0.00516530704306833
Shasta,0-17,Q4,22191,0,0,0,24,0,0
Shasta,18-49,Q1,584067,1363,1406,5,10,0.2333636380757687,8.560661704907142e-4
Shasta,18-49,Q2,759802,18397,19305,113,654,2.4212887041624,0.014872295677031648
Shasta,18-49,Q3,528396,9775,10410,93,2494,1.8499383038478718,0.017600436036608907
Shasta,18-49,Q4,53896,0,0,0,295,0,0
Shasta,50-64,Q1,285431,693,782,16,54,0.24279072700582627,0.0056055579106684275
Shasta,50-64,Q2,354877,9009,10319,215,1394,2.538626059169797,0.06058437148645869
Shasta,50-64,Q3,245775,4099,5122,210,5157,1.6677855762384293,0.08544400366188587
Shasta,50-64,Q4,18460,0,0,0,448,0,0
Shasta,65+,Q1,327355,765,965,29,107,0.23369125261566193,0.008858884086083915
Shasta,65+,Q2,448602,10955,14139,682,4103,2.4420310208157785,0.15202785542641362
Shasta,65+,Q3,298440,4937,7035,583,14942,1.6542688647634367,0.19534914890765315
Shasta,65+,Q4,21805,0,1,0,1272,0,0
Sierra,0-17,Q1,3861,10,11,0,0,0.25900025900025897,0
Sierra,0-17,Q2,4866,114,118,0,0,2.342786683107275,0
Sierra,0-17,Q3,3511,48,51,0,0,1.3671318712617488,0
Sierra,0-17,Q4,292,0,0,0,0,0,0
Sierra,18-49,Q1,7948,20,20,0,0,0.25163563160543534,0
Sierra,18-49,Q2,9631,230,243,0,0,2.3881216903748315,0
Sierra,18-49,Q3,7206,135,146,2,25,1.8734388009991676,0.02775464890369137
Sierra,18-49,Q4,509,0,0,0,2,0,0
Sierra,50-64,Q1,5699,9,11,1,3,0.15792244253377785,0.017546938059308653
Sierra,50-64,Q2,7395,169,187,4,32,2.2853279242731577,0.054090601757944556
Sierra,50-64,Q3,5652,97,119,2,93,1.7162066525123851,0.035385704175513094
Sierra,50-64,Q4,412,0,0,0,7,0,0
Sierra,65+,Q1,9685,22,25,0,0,0.22715539494062983,0
Sierra,65+,Q2,12007,305,393,18,104,2.540184892146248,0.14991255101190973
Sierra,65+,Q3,8277,137,199,21,419,1.6551890781684186,0.25371511417180137
Sierra,65+,Q4,619,0,0,0,39,0,0
Siskiyou,0-17,Q1,76859,195,196,0,0,0.2537113415475091,0
Siskiyou,0-17,Q2,88027,2322,2365,1,2,2.637827030342963,0.0011360150862803457
Siskiyou,0-17,Q3,64947,1076,1106,3,47,1.6567354920165673,0.0046191510000461915
Siskiyou,0-17,Q4,4809,0,0,0,4,0,0
Siskiyou,18-49,Q1,126082,283,295,1,7,0.22445709934804334,7.931346266715312e-4
Siskiyou,18-49,Q2,171885,4259,4454,26,171,2.4778194723216105,0.015126392646246035
Siskiyou,18-49,Q3,113948,1899,2008,16,515,1.6665496542282443,0.014041492610664515
Siskiyou,18-49,Q4,8784,0,0,0,43,0,0
Siskiyou,50-64,Q1,64931,149,176,1,2,0.22947436509525498,0.001540096410035268
Siskiyou,50-64,Q2,87997,2141,2466,52,263,2.4330374899144287,0.059092923622396216
Siskiyou,50-64,Q3,56929,1041,1284,49,1133,1.8285935112157248,0.08607212492754132
Siskiyou,50-64,Q4,6285,0,0,0,144,0,0
Siskiyou,65+,Q1,110065,262,327,17,66,0.2380411574978422,0.015445418616272204
Siskiyou,65+,Q2,140410,3717,4849,233,1397,2.647247347055053,0.16594259668114808
Siskiyou,65+,Q3,89928,1419,2059,191,4991,1.5779290098745662,0.212392135930967
Siskiyou,65+,Q4,7339,0,0,0,461,0,0
Solano,0-17,Q1,862231,2262,2295,0,0,0.26234269006797484,0
Solano,0-17,Q2,1081142,26605,27102,27,152,2.4608238325770344,0.0024973592738049212
Solano,0-17,Q3,775034,13575,13880,19,560,1.7515360616437472,0.002451505353313532
Solano,0-17,Q4,58465,0,0,0,47,0,0
Solano,18-49,Q1,1609350,4007,4137,9,42,0.24898250846615094,5.592319880697176e-4
Solano,18-49,Q2,1987460,47735,49914,253,1463,2.401809344590583,0.012729815945981302
Solano,18-49,Q3,1492814,27448,29204,254,6280,1.8386751464013602,0.01701484578788784
Solano,18-49,Q4,95761,0,0,0,474,0,0
Solano,50-64,Q1,756245,1888,2125,30,107,0.24965454317053334,0.003966968376650424
Solano,50-64,Q2,904409,22622,26238,555,3298,2.501301955199473,0.06136604124903666
Solano,50-64,Q3,665364,11925,14742,533,13289,1.7922520605262684,0.08010652815601685
Solano,50-64,Q4,47576,0,0,0,1112,0,0
Solano,65+,Q1,742358,1895,2290,76,284,0.2552676740871655,0.010237648142809802
Solano,65+,Q2,910342,22538,28851,1381,8343,2.475772841415644,0.15170122876896813
Solano,65+,Q3,643566,11249,16232,1378,32410,1.7479170745502406,0.21411945317185804
Solano,65+,Q4,59691,0,0,0,3522,0,0
Sonoma,0-17,Q1,781407,2043,2068,1,2,0.2614514587148567,1.2797428228823136e-4
Sonoma,0-17,Q2,956004,23772,24189,13,76,2.486600474475002,0.0013598269463307685
Sonoma,0-17,Q3,687914,11882,12203,19,390,1.7272507900696887,0.0027619731536209467
Sonoma,0-17,Q4,49996,0,0,0,33,0,0
Sonoma,18-49,Q1,1749886,4517,4687,17,60,0.25813110111172954,9.714918571838394e-4
Sonoma,18-49,Q2,2088417,50694,53081,264,1550,2.4273887829873058,0.012641153562722388
Sonoma,18-49,Q3,1586746,29555,31517,299,6867,1.862616953185954,0.018843595635344285
Sonoma,18-49,Q4,111589,0,0,0,580,0,0
Sonoma,50-64,Q1,901561,2276,2523,29,136,0.2524510266082938,0.0032166431334097194
Sonoma,50-64,Q2,1103961,27470,31582,628,3765,2.4883125400263233,0.05688606753318278
Sonoma,50-64,Q3,771651,13791,16989,644,14893,1.7872069108962472,0.0834574179259795
Sonoma,50-64,Q4,78921,0,0,0,1774,0,0
Sonoma,65+,Q1,1057320,2729,3337,102,400,0.2581053985548368,0.009647032118942231
Sonoma,65+,Q2,1279210,31555,40736,2000,12027,2.4667568264788424,0.15634649510244605
Sonoma,65+,Q3,943334,17095,24489,2065,49182,1.8121895320215322,0.21890443893679226
Sonoma,65+,Q4,67301,0,0,0,4151,0,0
Stanislaus,0-17,Q1,1243256,3022,3068,5,13,0.2430714189193537,4.021697864317566e-4
Stanislaus,0-17,Q2,1602731,39350,40067,47,281,2.455184307285502,0.002932494598282556
Stanislaus,0-17,Q3,1110139,19709,20259,26,941,1.775363265320829,0.0023420490587214757
Stanislaus,0-17,Q4,97351,0,0,0,99,0,0
Stanislaus,18-49,Q1,2248524,5754,5992,20,88,0.25590120452350074,8.894723827719874e-4
Stanislaus,18-49,Q2,2642516,67218,70386,355,2237,2.543712128895341,0.013434166529171442
Stanislaus,18-49,Q3,1914927,32890,35164,333,8267,1.717558946111262,0.01738969683961843
Stanislaus,18-49,Q4,146332,0,0,0,740,0,0
Stanislaus,50-64,Q1,847652,2228,2478,31,115,0.26284371416571894,0.0036571611935086565
Stanislaus,50-64,Q2,1019911,25154,28887,584,3523,2.46629362758123,0.05725989816758521
Stanislaus,50-64,Q3,754881,13642,16722,677,15343,1.8071722562894017,0.08968300963993
Stanislaus,50-64,Q4,55543,0,0,0,1322,0,0
Stanislaus,65+,Q1,736562,1919,2326,73,294,0.26053475471175547,0.009910910418946402
Stanislaus,65+,Q2,894447,22011,28346,1356,8011,2.460850111856823,0.15160205132333163
Stanislaus,65+,Q3,640299,11747,16732,1349,31893,1.8346116423733287,0.21068282161927476
Stanislaus,65+,Q4,60473,0,0,0,3601,0,0
Sutter,0-17,Q1,211008,516,522,0,0,0.244540491355778,0
Sutter,0-17,Q2,263017,6761,6874,3,26,2.5705562758300795,0.0011406106829596565
Sutter,0-17,Q3,183028,3262,3348,0,41,1.782240968594969,0
Sutter,0-17,Q4,13537,0,0,0,3,0,0
Sutter,18-49,Q1,371526,907,939,2,12,0.24412827096892278,5.383203328972938e-4
Sutter,18-49,Q2,458196,11358,11896,65,382,2.4788518450619383,0.014186068843900862
Sutter,18-49,Q3,321086,5998,6375,60,1482,1.8680353550139215,0.018686582410942863
Sutter,18-49,Q4,32861,0,0,0,175,0,0
Sutter,50-64,Q1,161274,393,445,7,28,0.24368466088768181,0.004340439252452349
Sutter,50-64,Q2,191006,4813,5524,125,781,2.519816131430426,0.06544297037789389
Sutter,50-64,Q3,136392,2487,3082,111,2828,1.8234207284884743,0.08138307232095723
Sutter,50-64,Q4,12206,0,0,0,288,0,0
Sutter,65+,Q1,144298,358,423,15,44,0.24809768673162486,0.010395154471995453
Sutter,65+,Q2,180847,4601,5930,313,1905,2.5441395212527715,0.17307447732060804
Sutter,65+,Q3,124705,2118,3104,262,6774,1.6984082434545529,0.21009582614971334
Sutter,65+,Q4,9922,0,0,0,631,0,0
Tehama,0-17,Q1,130362,335,340,0,0,0.25697672634663477,0
Tehama,0-17,Q2,161049,4031,4106,3,9,2.502964936137449,0.0018627871020621054
Tehama,0-17,Q3,113221,2046,2100,3,72,1.8070852580351702,0.002649685129083827
Tehama,0-17,Q4,8284,0,0,0,6,0,0
Tehama,18-49,Q1,219951,560,582,2,14,0.2546021613904915,9.092934335374696e-4
Tehama,18-49,Q2,273369,6825,7125,35,249,2.4966254403388826,0.012803207386353243
Tehama,18-49,Q3,187216,3218,3426,29,767,1.7188701820357235,0.015490129048799248
Tehama,18-49,Q4,16268,0,0,0,74,0,0
Tehama,50-64,Q1,99474,191,210,3,16,0.1920099724551139,0.00301586344170336
Tehama,50-64,Q2,132659,3240,3730,102,506,2.4423521962324455,0.07688886543694737
Tehama,50-64,Q3,90798,1514,1857,61,2003,1.6674376087579021,0.06718209652194983
Tehama,50-64,Q4,6630,0,0,0,166,0,0
Tehama,65+,Q1,118484,311,375,13,49,0.2624826980858175,0.010971945579149928
Tehama,65+,Q2,146183,3665,4696,206,1377,2.5071314721958093,0.14091925873733607
Tehama,65+,Q3,102509,1609,2373,228,5175,1.5696182774195437,0.22241949487362087
Tehama,65+,Q4,7721,0,0,0,452,0,0
Trinity,0-17,Q1,20349,48,50,0,0,0.23588382721509657,0
Trinity,0-17,Q2,23841,609,618,1,10,2.5544230527242986,0.004194454930581771
Trinity,0-17,Q3,18394,346,358,1,26,1.8810481678808308,0.005436555398499511
Trinity,0-17,Q4,1338,0,0,0,2,0,0
Trinity,18-49,Q1,36428,98,101,0,0,0.2690238278247502,0
Trinity,18-49,Q2,44789,1174,1222,7,45,2.6211793074192324,0.015628837437763738
Trinity,18-49,Q3,29978,519,559,8,157,1.7312695977049837,0.02668623657348722
Trinity,18-49,Q4,3277,0,0,0,23,0,0
Trinity,50-64,Q1,22185,60,67,1,2,0.2704530087897228,0.004507550146495379
Trinity,50-64,Q2,27569,678,763,14,89,2.4592839783815155,0.050781675069824804
Trinity,50-64,Q3,19146,339,413,14,343,1.7706048260733311,0.07312232320066855
Trinity,50-64,Q4,1475,0,0,0,31,0,0
Trinity,65+,Q1,38567,80,87,2,2,0.2074312235849301,0.005185780589623253
Trinity,65+,Q2,48050,1214,1586,82,462,2.526534859521332,0.17065556711758584
Trinity,65+,Q3,33286,559,797,77,1879,1.6793847263113622,0.2313284864507601
Trinity,65+,Q4,2541,0,0,0,167,0,0
Tulare,0-17,Q1,1245483,3164,3201,1,5,0.2540379916867593,8.029013643702885e-5
Tulare,0-17,Q2,1510761,37358,37968,31,161,2.472793512673414,0.002051946006019483
Tulare,0-17,Q3,1106686,19664,20160,24,655,1.7768364287611842,0.00216863681297134
Tulare,0-17,Q4,80663,0,0,0,65,0,0
Tulare,18-49,Q1,1871651,4945,5133,22,100,0.2642052391177629,0.001175432813061837
Tulare,18-49,Q2,2312659,59128,61892,305,2002,2.556710695351109,0.013188282405663783
Tulare,18-49,Q3,1600579,26549,28479,266,6967,1.6587122535032635,0.016618986004439642
Tulare,18-49,Q4,121570,0,0,0,608,0,0
Tulare,50-64,Q1,657099,1728,1932,24,93,0.2629740724000493,0.0036524176722229074
Tulare,50-64,Q2,778538,18488,21343,447,2552,2.3747074645039805,0.05741530920777149
Tulare,50-64,Q3,603797,11490,13929,469,11368,1.902957450931356,0.07767511266203708
Tulare,50-64,Q4,42864,0,0,0,958,0,0
Tulare,65+,Q1,562104,1413,1715,50,234,0.25137696938644805,0.008895151075245862
Tulare,65+,Q2,690544,17457,22693,1104,6667,2.528006904701221,0.15987395444750804
Tulare,65+,Q3,490473,8326,12006,1060,25909,1.6975450228656825,0.21611791066990438
Tulare,65+,Q4,36058,0,0,0,2226,0,0
Tuolumne,0-17,Q1,74014,190,192,1,7,0.2567081903423677,0.0013510957386440403
Tuolumne,0-17,Q2,89633,2228,2270,4,44,2.485691653743599,0.004462642107259603
Tuolumne,0-17,Q3,65725,1180,1212,4,106,1.7953594522632181,0.006085964244960061
Tuolumne,0-17,Q4,4717,0,0,0,9,0,0
Tuolumne,18-49,Q1,159500,384,407,1,4,0.24075235109717869,6.269592476489028e-4
Tuolumne,18-49,Q2,197315,5042,5288,26,156,2.555304969211667,0.013176899880901097
Tuolumne,18-49,Q3,137047,2376,2545,30,656,1.7337117923048297,0.021890300407889262
Tuolumne,18-49,Q4,10096,0,0,0,57,0,0
Tuolumne,50-64,Q1,87020,255,277,4,16,0.29303608365892897,0.004596644449551828
Tuolumne,50-64,Q2,108470,2723,3126,60,362,2.510371531298977,0.05531483359454227
Tuolumne,50-64,Q3,73654,1235,1530,58,1368,1.676758899720314,0.0787465718087273
Tuolumne,50-64,Q4,8077,0,0,0,169,0,0
Tuolumne,65+,Q1,140324,375,434,9,40,0.26723867620649355,0.006413728228955845
Tuolumne,65+,Q2,173114,4427,5686,261,1490,2.557274397218018,0.1507677022077937
Tuolumne,65+,Q3,120774,1984,2891,242,5966,1.642737675327471,0.20037425273651613
Tuolumne,65+,Q4,8956,0,0,0,512,0,0
Ventura,0-17,Q1,1641727,4085,4149,2,7,0.24882334273603346,1.2182293402008981e-4
Ventura,0-17,Q2,2017150,50891,51835,41,246,2.52291599533996,0.002032570706194383
Ventura,0-17,Q3,1450101,24538,25210,41,996,1.6921579945121064,0.0028273892646098445
Ventura,0-17,Q4,86831,0,0,0,73,0,0
Ventura,18-49,Q1,3083623,7863,8118,18,75,0.2549922607270733,5.83728944815887e-4
Ventura,18-49,Q2,3793130,94507,98806,480,2825,2.491530741102994,0.01265445687334734
Ventura,18-49,Q3,2704170,45782,49032,459,11334,1.6930148622312946,0.01697378493216033
Ventura,18-49,Q4,198152,0,0,0,957,0,0
Ventura,50-64,Q1,1473271,3639,4065,70,278,0.24700140028548717,0.004751332239621903
Ventura,50-64,Q2,1861344,46522,53656,1097,6888,2.4993767944023246,0.05893590867674111
Ventura,50-64,Q3,1280188,22303,27476,1099,25907,1.742165994369577,0.08584676625620612
Ventura,50-64,Q4,121938,0,0,0,2903,0,0
Ventura,65+,Q1,1378170,3466,4239,154,657,0.25149292177307586,0.011174238301515779
Ventura,65+,Q2,1689060,41955,53863,2516,15224,2.483925970658236,0.14895859235314318
Ventura,65+,Q3,1222909,21778,31363,2670,62849,1.7808356958694391,0.21833186279600525
Ventura,65+,Q4,88658,0,0,0,5374,0,0
Yolo,0-17,Q1,459153,1215,1228,0,0,0.2646176764607876,0
Yolo,0-17,Q2,561400,13953,14203,17,78,2.485393658710367,0.003028143925899537
Yolo,0-17,Q3,402712,7042,7231,11,337,1.7486441923756928,0.002731480561791057
Yolo,0-17,Q4,30717,0,0,0,31,0,0
Yolo,18-49,Q1,990605,2546,2641,9,48,0.2570146526617572,9.085356928341772e-4
Yolo,18-49,Q2,1186982,28781,30111,131,791,2.4247208466514234,0.011036393138227876
Yolo,18-49,Q3,878764,16626,17659,142,3332,1.891975547473497,0.016159059770313757
Yolo,18-49,Q4,78655,0,0,0,354,0,0
Yolo,50-64,Q1,290511,701,796,16,60,0.24129895253536013,0.005507536719779974
Yolo,50-64,Q2,378863,9425,10878,246,1583,2.487706638019548,0.06493112285971446
Yolo,50-64,Q3,262040,4403,5348,181,5355,1.680277820180125,0.06907342390474737
Yolo,50-64,Q4,15319,0,0,0,376,0,0
Yolo,65+,Q1,292035,775,943,30,111,0.26537914975944665,0.010272741281010838
Yolo,65+,Q2,357222,9089,11666,520,3242,2.544356170672579,0.14556774218833107
Yolo,65+,Q3,246086,4232,6204,546,12312,1.7197239989272042,0.22187365392586333
Yolo,65+,Q4,24158,0,0,0,1436,0,0
Yuba,0-17,Q1,184959,462,466,1,4,0.2497850875058797,5.406603625668391e-4
Yuba,0-17,Q2,227453,5685,5797,2,24,2.4994174620690868,8.79302537227471e-4
Yuba,0-17,Q3,164549,2924,3014,6,103,1.7769782861032275,0.0036463302724416436
Yuba,0-17,Q4,9763,0,0,0,6,0,0
Yuba,18-49,Q1,297753,802,841,6,34,0.26935077060516605,0.0020150930469214415
Yuba,18-49,Q2,362359,9222,9649,58,404,2.544989913318008,0.016006225869924576
Yuba,18-49,Q3,257970,4483,4795,38,1219,1.7377989688723494,0.014730395007171377
Yuba,18-49,Q4,21820,0,0,0,118,0,0
Yuba,50-64,Q1,123574,303,347,4,21,0.24519720976904527,0.003236926861637561
Yuba,50-64,Q2,140168,3537,4087,74,416,2.523400490839564,0.052793790308772334
Yuba,50-64,Q3,109685,1949,2422,100,2157,1.7769065961617359,0.09117016912066372
Yuba,50-64,Q4,5137,0,0,0,125,0,0
Yuba,65+,Q1,95118,233,282,9,36,0.24495889316428016,0.009461931495615972
Yuba,65+,Q2,126875,3303,4275,195,1161,2.6033497536945815,0.1536945812807882
Yuba,65+,Q3,86430,1413,2067,173,4503,1.6348490107601528,0.2001619807937059
Yuba,65+,Q4,4084,0,0,0,256,0,0
